,Date,Close,Prediction
0,2010-01-04,24.85,24.622199827278653
1,2010-01-05,24.82,24.633579077606193
2,2010-01-06,24.459999,24.644958327933733
3,2010-01-07,24.379998999999998,24.656337578261272
4,2010-01-08,24.68,24.667716828588812
5,2010-01-11,24.690001000000002,24.679096078916352
6,2010-01-12,24.559998999999998,24.690475329243892
7,2010-01-13,24.799999,24.70185457957143
8,2010-01-14,25.34,24.71323382989897
9,2010-01-15,25.24,24.72461308022651
10,2010-01-19,25.33,24.73599233055405
11,2010-01-20,25.059998999999998,24.74737158088159
12,2010-01-21,24.83,24.758750831209127
13,2010-01-22,24.15,24.770130081536667
14,2010-01-25,24.030001000000002,24.781509331864207
15,2010-01-26,23.879998999999998,24.792888582191747
16,2010-01-27,23.860001,24.804267832519287
17,2010-01-28,23.469998999999998,24.815647082846827
18,2010-01-29,23.059998999999998,24.827026333174366
19,2010-02-01,23.219998999999998,24.838405583501906
20,2010-02-02,23.76,24.849784833829446
21,2010-02-03,23.75,24.861164084156986
22,2010-02-04,23.110001,24.872543334484526
23,2010-02-05,23.549999,24.883922584812066
24,2010-02-08,23.120001000000002,24.895301835139605
25,2010-02-09,23.51,24.906681085467145
26,2010-02-10,23.110001,24.918060335794685
27,2010-02-11,23.35,24.929439586122225
28,2010-02-12,23.41,24.940818836449765
29,2010-02-16,23.809998999999998,24.952198086777305
30,2010-02-17,24.18,24.963577337104844
31,2010-02-18,24.52,24.974956587432384
32,2010-02-19,24.32,24.986335837759924
33,2010-02-22,24.809998999999998,24.99771508808746
34,2010-02-23,24.48,25.009094338415
35,2010-02-24,24.77,25.02047358874254
36,2010-02-25,24.870001000000002,25.03185283907008
37,2010-02-26,24.65,25.04323208939762
38,2010-03-01,24.74,25.05461133972516
39,2010-03-02,24.58,25.0659905900527
40,2010-03-03,24.5,25.07736984038024
41,2010-03-04,24.76,25.08874909070778
42,2010-03-05,24.950001,25.10012834103532
43,2010-03-08,24.700001,25.11150759136286
44,2010-03-09,24.879998999999998,25.1228868416904
45,2010-03-10,24.870001000000002,25.13426609201794
46,2010-03-11,25.139999,25.145645342345478
47,2010-03-12,25.049999,25.157024592673018
48,2010-03-15,25.280001000000002,25.168403843000558
49,2010-03-16,25.209999,25.179783093328098
50,2010-03-17,25.469998999999998,25.191162343655638
51,2010-03-18,25.379998999999998,25.202541593983177
52,2010-03-19,25.190001000000002,25.213920844310717
53,2010-03-22,25.559998999999998,25.225300094638257
54,2010-03-23,25.99,25.236679344965797
55,2010-03-24,25.76,25.248058595293337
56,2010-03-25,26.040001,25.259437845620873
57,2010-03-26,25.690001000000002,25.270817095948413
58,2010-03-29,25.57,25.282196346275953
59,2010-03-30,25.540001,25.293575596603493
60,2010-03-31,25.709999,25.304954846931032
61,2010-04-01,25.459999,25.316334097258572
62,2010-04-05,25.58,25.327713347586112
63,2010-04-06,25.83,25.339092597913652
64,2010-04-07,25.91,25.35047184824119
65,2010-04-08,25.83,25.36185109856873
66,2010-04-09,26.129998999999998,25.37323034889627
67,2010-04-12,26.200001,25.38460959922381
68,2010-04-13,26.35,25.39598884955135
69,2010-04-14,26.379998999999998,25.40736809987889
70,2010-04-15,26.200001,25.41874735020643
71,2010-04-16,25.950001,25.43012660053397
72,2010-04-19,26.190001000000002,25.44150585086151
73,2010-04-20,26.15,25.45288510118905
74,2010-04-21,26.290001,25.46426435151659
75,2010-04-22,26.24,25.47564360184413
76,2010-04-23,26.48,25.48702285217167
77,2010-04-26,26.469998999999998,25.498402102499206
78,2010-04-27,25.98,25.509781352826746
79,2010-04-28,25.860001,25.521160603154286
80,2010-04-29,25.969998999999998,25.532539853481826
81,2010-04-30,25.870001000000002,25.543919103809365
82,2010-05-03,26.01,25.555298354136905
83,2010-05-04,24.969998999999998,25.566677604464445
84,2010-05-05,24.940001000000002,25.578056854791985
85,2010-05-06,23.91,25.589436105119525
86,2010-05-07,23.41,25.600815355447065
87,2010-05-10,24.389999,25.612194605774604
88,2010-05-11,24.190001000000002,25.623573856102144
89,2010-05-12,24.6,25.634953106429684
90,2010-05-13,24.24,25.646332356757224
91,2010-05-14,23.780001000000002,25.657711607084764
92,2010-05-17,23.74,25.669090857412304
93,2010-05-18,23.43,25.680470107739843
94,2010-05-19,23.190001000000002,25.691849358067383
95,2010-05-20,22.35,25.703228608394923
96,2010-05-21,22.16,25.714607858722463
97,2010-05-24,22.280001000000002,25.725987109050003
98,2010-05-25,22.200001,25.737366359377543
99,2010-05-26,21.91,25.748745609705082
100,2010-05-27,22.58,25.76012486003262
101,2010-05-28,22.57,25.77150411036016
102,2010-06-01,22.200001,25.7828833606877
103,2010-06-02,22.639999,25.794262611015238
104,2010-06-03,22.84,25.805641861342778
105,2010-06-04,22.129998999999998,25.817021111670318
106,2010-06-07,21.700001,25.828400361997858
107,2010-06-08,21.76,25.839779612325398
108,2010-06-09,21.540001,25.851158862652937
109,2010-06-10,22.200001,25.862538112980477
